Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
1,1000,mRNA Splicing - Minor Pathway R-HSA-72165,19/49,1.3323074945001706e-11,Metabolism of RNA,Reactome_2022,7.295055445389984e-13,0.0,0.0,12.24702684335712,342.26042642194125,SF3B5;ZRSR2;SF3B3;DDX23;SRSF1;RNPC3;PRPF8;SNRNP40;PRPF6;SNRPD2;SRSF2;SNRPE;SNRNP48;SNRPD3;SNRNP35;TXNL4A;SRSF6;SRSF7;SF3B1,0.3877551020408163
1,1000,Cytosolic tRNA Aminoacylation R-HSA-379716,16/24,1.319224510530398e-14,Metabolism of proteins,Reactome_2022,6.843239535892553e-16,0.0,0.0,38.60162601626016,1347.8954471272398,AARS1;RARS1;MARS1;YARS1;DARS1;AIMP1;AIMP2;GARS1;SARS1;EPRS1;NARS1;PPA1;IARS1;EEF1E1;FARSA;TARS1,0.6666666666666666
1,1000,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,32/83,2.4453950509319247e-19,Metabolism of RNA,Reactome_2022,1.1980321575170811e-20,0.0,0.0,12.282612218441097,563.4159693678779,FYTTD1;NXT1;LUZP4;RBM8A;SRSF1;U2AF1;CASC3;U2AF2;MAGOH;SRSF11;CHTOP;THOC1;UPF3B;THOC2;THOC5;MAGOHB;CDC40;THOC7;SRRM1;THOC6;WDR33;DDX39B;SARNP;ZC3H11A;SRSF2;SRSF3;SRSF4;RNPS1;SRSF5;SRSF6;SRSF7;SRSF9,0.3855421686746988
1,1000,Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,31/74,5.421479157267484e-20,Metabolism of RNA,Reactome_2022,2.499817478855324e-21,0.0,0.0,14.10389516883865,669.061555461986,FYTTD1;NXT1;LUZP4;RBM8A;SRSF1;U2AF1;CASC3;U2AF2;MAGOH;SRSF11;CHTOP;THOC1;UPF3B;THOC2;THOC5;MAGOHB;CDC40;THOC7;SRRM1;THOC6;DDX39B;SARNP;ZC3H11A;SRSF2;SRSF3;SRSF4;RNPS1;SRSF5;SRSF6;SRSF7;SRSF9,0.4189189189189189
1,1000,mRNA 3-End Processing R-HSA-72187,36/58,3.5716217025394428e-31,Metabolism of RNA,Reactome_2022,1.5439286898585487e-32,0.0,0.0,32.21463598642022,2359.670307762278,FYTTD1;LUZP4;RBM8A;CSTF3;CSTF2;SRSF1;U2AF1;CASC3;PCF11;U2AF2;MAGOH;PAPOLA;SRSF11;CHTOP;THOC1;UPF3B;THOC2;THOC5;MAGOHB;CDC40;THOC7;SRRM1;THOC6;WDR33;NUDT21;DDX39B;SARNP;ZC3H11A;SRSF2;SRSF3;SRSF4;RNPS1;SRSF5;SRSF6;SRSF7;SRSF9,0.6206896551724138
1,1000,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,60/179,3.218111044081488e-32,Metabolism of RNA,Reactome_2022,1.298373331906076e-33,0.0,0.0,10.12748077954586,766.8953382300539,LTV1;RBM28;DDX49;RPP30;WDR3;FCF1;PWP2;WDR46;WDR43;RRP9;FBL;NOB1;UTP14A;UTP14C;UTP15;WDR36;WDR75;IMP4;UTP18;FTSJ3;GNL3;EBNA1BP2;C1D;UTP25;NIP7;HEATR1;ISG20L2;SNU13;MRPL13;NOL6;RRP7A;EMG1;EXOSC10;PDCD11;ERI1;BMS1;PES1;UTP20;DCAF13;NOP56;NOP14;NOP58;UTP6;UTP4;PNO1;KRR1;UTP3;WDR18;RPP40;RRP1B;WDR12;RCL1;BOP1;TBL3;LAS1L;MPHOSPH10;TSR1;NOL11;NOL12;MPHOSPH6,0.33519553072625696
1,1000,rRNA Processing R-HSA-72312,64/199,3.8805874657335216e-33,Metabolism of RNA,Reactome_2022,1.4538223935024722e-34,0.0,0.0,9.554922443811332,744.4593315763389,LTV1;RBM28;DDX49;RPP30;WDR3;FCF1;NAT10;PWP2;WDR46;WDR43;RRP9;FBL;NOB1;UTP14A;UTP14C;UTP15;WDR36;DIMT1;WDR75;IMP4;UTP18;GNL3;FTSJ3;EBNA1BP2;C1D;UTP25;NIP7;HEATR1;TSR3;NOP2;ISG20L2;SNU13;MRPL13;NOL6;RRP7A;EMG1;EXOSC10;PDCD11;ERI1;PES1;BMS1;UTP20;DCAF13;NOP56;UTP6;NOP14;NOP58;UTP4;PNO1;UTP3;KRR1;WDR18;RPP40;RRP1B;WDR12;RCL1;BOP1;TBL3;LAS1L;MPHOSPH10;TSR1;NOL11;NOL12;MPHOSPH6,0.32160804020100503
1,1000,RNA Polymerase II Transcription Termination R-HSA-73856,40/67,1.386538508617727e-33,Gene expression (Transcription),Reactome_2022,4.7949458511275854e-35,0.0,0.0,29.27932098765432,2313.7373182392093,FYTTD1;ZNF473;LUZP4;RBM8A;CSTF3;CSTF2;SRSF1;U2AF1;CASC3;LSM10;PCF11;U2AF2;MAGOH;PAPOLA;SNRPD3;SRSF11;CHTOP;THOC1;UPF3B;THOC2;THOC5;MAGOHB;CDC40;THOC7;SRRM1;THOC6;WDR33;NUDT21;DDX39B;SARNP;ZC3H11A;SRSF2;SRSF3;SNRPE;SRSF4;RNPS1;SRSF5;SRSF6;SRSF7;SRSF9,0.5970149253731343
1,1000,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,64/189,1.3621341666579063e-34,Metabolism of RNA,Reactome_2022,4.3180045628924985e-36,0.0,0.0,10.324786324786324,840.7501376961277,LTV1;RBM28;DDX49;RPP30;WDR3;FCF1;NAT10;PWP2;WDR46;WDR43;RRP9;FBL;NOB1;UTP14A;UTP14C;UTP15;WDR36;DIMT1;WDR75;IMP4;UTP18;FTSJ3;GNL3;EBNA1BP2;C1D;UTP25;NIP7;NOP2;HEATR1;TSR3;ISG20L2;SNU13;MRPL13;NOL6;RRP7A;EMG1;EXOSC10;PDCD11;ERI1;BMS1;PES1;UTP20;DCAF13;NOP56;NOP14;NOP58;UTP6;UTP4;PNO1;KRR1;UTP3;WDR18;RPP40;RRP1B;WDR12;RCL1;BOP1;TBL3;LAS1L;MPHOSPH10;TSR1;NOL11;NOL12;MPHOSPH6,0.3386243386243386
1,1000,Ribosome,33/158,3.05414374990867e-11,Translation,KEGG_2021_Human,1.933002373359918e-12,0.0,0.0,5.153050672182006,138.98780801009633,MRPS17;MRPS15;MRPS16;MRPS14;MRPS11;MRPL19;MRPS12;MRPL16;MRPL17;MRPS10;MRPL36;MRPL15;MRPL12;MRPL34;MRPL13;MRPL35;MRPL11;MRPL4;MRPL20;MRPL3;MRPL2;MRPL1;MRPL9;MRPL27;MRPS18A;MRPL28;MRPS2;MRPL23;MRPS7;MRPL24;MRPS18C;MRPL22;MRPL30,0.2088607594936709
