Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
8,484,"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, NAD(P)H As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016709)",10/27,6.568884265415967e-09,catalytic activity,GO_Molecular_Function_2023,3.662946616402956e-10,0.0,0.0,24.19831223628692,525.7708380574803,CYP27A1;CYP26A1;CYP4F2;FMO1;FMO2;FMO3;CYP2E1;CYP4F11;FMO4;FMO5,0.37037037037037035
8,484,Icosanoid Metabolic Process (GO:0006690),13/52,7.269052648092869e-09,cellular process,GO_Biological_Process_2023,2.2343399533072344e-10,0.0,0.0,13.78414720452937,306.3100106278527,CYP2J2;FAAH;HPGD;CYP4F2;CYP4A11;CYP4F3;EPHX1;PTGR1;CYP4F22;CYP4F11;CYP4F8;CYP4F12;CYP2S1,0.25
8,484,Flavin Adenine Dinucleotide Binding (GO:0050660),13/55,8.035043821508391e-09,binding,GO_Molecular_Function_2023,4.779208220971533e-10,0.0,0.0,12.797593772116064,274.6565318860106,GCDH;AOC1;ETFDH;CYB5R1;ACOXL;POR;CYB5R3;ACOX2;ACOX1;LDHD;AOX1;ACOX3;PCYOX1,0.23636363636363636
8,484,Diterpenoid Metabolic Process (GO:0016101),11/28,8.968460843739978e-10,cellular process,GO_Biological_Process_2023,2.2053592238704863e-11,0.0,0.0,26.67441860465116,654.5247632381495,ALDH3A2;ADH4;AKR1B10;ADH1B;RDH11;CYP4V2;RDH10;AKR1C1;ALDH1A1;AKR1B1;ADH7,0.39285714285714285
8,484,Epoxygenase P450 Pathway (GO:0019373),10/17,6.401928232764924e-11,cellular process,GO_Biological_Process_2023,1.0494964316008073e-12,0.0,0.0,58.79746835443038,1621.7935569108874,CYP2J2;CYP2A6;CYP2B6;CYP4F2;CYP2S1;CYP4A11;CYP2E1;CYP2F1;CYP2C18;CYP4F12,0.5882352941176471
8,484,Arachidonic Acid Metabolic Process (GO:0019369),15/52,5.912300273947465e-11,cellular process,GO_Biological_Process_2023,9.086527060370085e-13,0.0,0.0,16.83772258399124,466.8563927617092,CYP2J2;CBR1;FAAH;CYP4F2;CYP4A11;EPHX1;CYP4F11;CYP2C18;CYP4F12;CYP2A6;CYP2B6;CYP2S1;CYP1A1;CYP2E1;CYP2F1,0.28846153846153844
8,484,Prostanoid Metabolic Process (GO:0006692),10/16,3.078917427748236e-11,cellular process,GO_Biological_Process_2023,4.416479916851978e-13,0.0,0.0,68.60056258790436,1951.566862160205,HPGDS;GSTM1;HPGD;AKR1C1;CYP2S1;GSTA1;CYP4F8;PTGR1;PTGR2;CES1,0.625
8,484,Peroxisomal Matrix (GO:0005782),29/49,5.395830433096923e-33,cellular anatomical structure,GO_Cellular_Component_2023,1.0580059672739063e-34,0.0,0.0,62.13010989010989,4860.532138473769,ECI2;CROT;ACOXL;SCP2;MLYCD;ACAA1;HAO2;GSTK1;PHYH;AOC1;EPHX2;IDH1;PIPOX;BAAT;DHRS4;FABP1;GRHPR;NUDT7;AMACR;ACOX2;ACOX1;EHHADH;ACOT2;ACOX3;ACOT6;AGXT;CRAT;ACOT4;PAOX,0.5918367346938775
8,484,Microbody Lumen (GO:0031907),29/49,5.395830433096923e-33,cellular anatomical structure,GO_Cellular_Component_2023,1.0580059672739063e-34,0.0,0.0,62.13010989010989,4860.532138473769,ECI2;CROT;ACOXL;SCP2;MLYCD;ACAA1;HAO2;GSTK1;PHYH;AOC1;EPHX2;IDH1;PIPOX;BAAT;DHRS4;FABP1;GRHPR;NUDT7;AMACR;ACOX2;ACOX1;EHHADH;ACOT2;ACOX3;ACOT6;AGXT;CRAT;ACOT4;PAOX,0.5918367346938775
8,484,Steroid Metabolic Process (GO:0008202),36/92,2.369091706531761e-31,cellular process,GO_Biological_Process_2023,2.4273480599710673e-34,0.0,0.0,27.924107142857142,2161.356437187365,UGT1A10;HSD17B14;MSMO1;HSD17B6;CYP3A5;CYP3A7;HSD11B2;CYP2B6;SCP2;SULT1E1;CYP11A1;CYP4V2;HSD17B1;CYP2R1;HSD17B2;RDH16;ACAA1;SULT2A1;CBR1;STARD3;AKR1C1;UGT2B15;CYP51A1;BAAT;CYP7B1;DHRS4;CYP27A1;CYP39A1;SULT2B1;CYP26A1;CYP2A6;CYP26C1;AMACR;BDH1;CYP1A1;CYP2E1,0.391304347826087
